Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location
32305071,12/31/2015 23:52,1/1/2016 7:41,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11372,34-06 73 STREET,73 STREET,34 AVENUE,35 AVENUE,,,ADDRESS,JACKSON HEIGHTS,,Precinct,Closed,1/1/2016 7:52,The Police Department responded and upon arrival those responsible for the condition were gone.,1/1/2016 7:41,03 QUEENS,QUEENS,1013795,213487,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.75259967,-73.89336321,"(40.752599671969676, -73.8933632141368)"
32306260,12/31/2015 23:50,1/1/2016 10:58,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10453,1770 UNDERCLIFF AVENUE,UNDERCLIFF AVENUE,WEST 176 STREET,SEDGWICK AVENUE,,,ADDRESS,BRONX,,Precinct,Closed,1/1/2016 7:50,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,1/1/2016 10:58,05 BRONX,BRONX,1006383,249532,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.85155493,-73.91999651,"(40.85155492779258, -73.91999651358469)"
32306612,12/31/2015 23:48,1/1/2016 2:17,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10461,1701 PILGRIM AVENUE,PILGRIM AVENUE,ROBERTS AVENUE,WESTCHESTER AVENUE,,,ADDRESS,BRONX,,Precinct,Closed,1/1/2016 7:48,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,1/1/2016 2:18,10 BRONX,BRONX,1030293,247376,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.84554504,-73.83358472,"(40.845545043640215, -73.83358471831198)"
32305074,12/31/2015 23:47,1/1/2016 8:18,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11208,38 COX PLACE,COX PLACE,CRESCENT STREET,DEAD END,,,ADDRESS,BROOKLYN,,Precinct,Closed,1/1/2016 7:47,The Police Department responded to the complaint and determined that police action was not necessary.,1/1/2016 8:18,05 BROOKLYN,BROOKLYN,1019054,189780,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.6875106,-73.87450451,"(40.68751060232221, -73.87450451131276)"
32309424,12/31/2015 23:47,1/1/2016 10:17,NYPD,New York City Police Department,Derelict Vehicle,With License Plate,Street/Sidewalk,11379,62-13 62 AVENUE,62 AVENUE,62 STREET,64 STREET,,,ADDRESS,MIDDLE VILLAGE,,Precinct,Closed,1/1/2016 7:47,The Police Department responded to the complaint and determined that police action was not necessary.,1/1/2016 10:17,05 QUEENS,QUEENS,1012143,199456,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.71409342,-73.89938394,"(40.71409341858147, -73.89938394187791)"
32309853,12/31/2015 23:47,1/1/2016 15:20,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11374,61-34 AUSTIN STREET,AUSTIN STREET,ELIOT AVENUE,62 AVENUE,,,ADDRESS,REGO PARK,,Precinct,Closed,1/1/2016 7:47,The Police Department responded and upon arrival those responsible for the condition were gone.,1/1/2016 15:20,06 QUEENS,QUEENS,1020165,205145,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7296794,-73.87041654,"(40.72967940444622, -73.87041654016662)"
32305538,12/31/2015 23:47,1/1/2016 4:39,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11412,192-05 LINDEN BOULEVARD,LINDEN BOULEVARD,192 STREET,193 STREET,,,ADDRESS,SAINT ALBANS,,Precinct,Closed,1/1/2016 7:47,The Police Department issued a summons in response to the complaint.,1/1/2016 4:39,12 QUEENS,QUEENS,1051009,191672,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.69252035,-73.75926358,"(40.69252034680599, -73.75926357603389)"
32310273,12/31/2015 23:44,1/1/2016 0:36,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11217,622 DEGRAW STREET,DEGRAW STREET,3 AVENUE,4 AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,1/1/2016 7:44,The Police Department responded to the complaint and took action to fix the condition.,1/1/2016 0:36,06 BROOKLYN,BROOKLYN,988846,186711,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.67915413,-73.98342993,"(40.679154133157326, -73.98342992763081)"
32306617,12/31/2015 23:40,1/1/2016 2:37,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11234,2192 FLATBUSH AVENUE,FLATBUSH AVENUE,EAST 46 STREET,AVENUE O,,,ADDRESS,BROOKLYN,,Precinct,Closed,1/1/2016 7:40,The Police Department responded to the complaint and took action to fix the condition.,1/1/2016 2:37,18 BROOKLYN,BROOKLYN,1003628,163910,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.61655033,-73.93020153,"(40.61655032892211, -73.93020153359745)"
32308195,12/31/2015 23:40,1/1/2016 0:28,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10026,264 WEST 118 STREET,WEST 118 STREET,ST NICHOLAS AVENUE,8 AVENUE,,,ADDRESS,NEW YORK,,Precinct,Closed,1/1/2016 7:40,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,1/1/2016 0:28,10 MANHATTAN,MANHATTAN,997164,232661,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.80526716,-73.95335262,"(40.80526715877265, -73.9533526205901)"
32310127,12/31/2015 23:40,1/1/2016 4:12,NYPD,New York City Police Department,Illegal Parking,Unauthorized Bus Layover,Street/Sidewalk,10456,1417 WEBSTER AVENUE,WEBSTER AVENUE,EAST 170 STREET,EAST 171 STREET,,,ADDRESS,BRONX,,Precinct,Closed,1/1/2016 7:40,The Police Department responded and upon arrival those responsible for the condition were gone.,1/1/2016 4:12,04 BRONX,BRONX,1009955,244133,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.83672659,-73.90710562,"(40.83672658684552, -73.90710561784778)"
32307994,12/31/2015 23:38,1/1/2016 9:11,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11379,78-42 METROPOLITAN AVENUE,METROPOLITAN AVENUE,79 STREET,79 STREET,,,ADDRESS,MIDDLE VILLAGE,,Precinct,Closed,1/1/2016 7:38,The Police Department responded to the complaint and determined that police action was not necessary.,1/1/2016 9:11,05 QUEENS,QUEENS,1019142,199139,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7131985,-73.87413872,"(40.713198496024376, -73.87413871579652)"
32307233,12/31/2015 23:34,1/1/2016 0:50,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11234,3622 QUENTIN ROAD,QUENTIN ROAD,EAST 36 STREET,EAST 37 STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,1/1/2016 7:34,The Police Department responded to the complaint and took action to fix the condition.,1/1/2016 0:50,18 BROOKLYN,BROOKLYN,1001861,163265,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.61478363,-73.93656785,"(40.61478362623815, -73.93656784825214)"
32308765,12/31/2015 23:32,1/1/2016 0:25,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,10030,133 WEST 134 STREET,WEST 134 STREET,LENOX AVENUE,7 AVENUE,,,ADDRESS,NEW YORK,,Precinct,Closed,1/1/2016 7:32,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,1/1/2016 0:25,10 MANHATTAN,MANHATTAN,1000121,235845,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.81400154,-73.94266395,"(40.814001537165495, -73.94266395083876)"
32308423,12/31/2015 23:31,1/3/2016 16:22,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10467,3025 WALLACE AVENUE,WALLACE AVENUE,ADEE AVENUE,BURKE AVENUE,,,ADDRESS,BRONX,,Precinct,Closed,1/1/2016 7:31,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,1/3/2016 16:22,12 BRONX,BRONX,1021775,256294,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.87006256,-73.86432173,"(40.87006255915965, -73.86432172842636)"
32308426,12/31/2015 23:30,1/1/2016 2:47,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11432,175-18 90 AVENUE,90 AVENUE,175 STREET,176 STREET,,,ADDRESS,JAMAICA,,Precinct,Closed,1/1/2016 7:30,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,1/1/2016 2:47,12 QUEENS,QUEENS,1043508,197958,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7098273,-73.78625715,"(40.70982729683097, -73.78625714739626)"
32305916,12/31/2015 23:26,12/31/2015 23:53,NYPD,New York City Police Department,Noise - House of Worship,Loud Music/Party,House of Worship,10031,452 WEST 147 STREET,WEST 147 STREET,CONVENT AVENUE,AMSTERDAM AVENUE,,,ADDRESS,NEW YORK,,Precinct,Closed,1/1/2016 7:26,The Police Department responded to the complaint and determined that police action was not necessary.,12/31/2015 23:53,09 MANHATTAN,MANHATTAN,999288,240253,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.82610171,-73.94566339,"(40.826101709196, -73.94566339279595)"
32308379,12/31/2015 23:26,1/1/2016 5:07,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11419,103-28 118 STREET,118 STREET,103 AVENUE,LIBERTY AVENUE,,,ADDRESS,SOUTH RICHMOND HILL,,Precinct,Closed,1/1/2016 7:26,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,1/1/2016 5:07,10 QUEENS,QUEENS,1032618,189660,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.6871175,-73.82559671,"(40.68711749970851, -73.8255967145633)"
32309402,12/31/2015 23:25,1/1/2016 1:12,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10024,131 WEST 86 STREET,WEST 86 STREET,COLUMBUS AVENUE,AMSTERDAM AVENUE,,,ADDRESS,NEW YORK,,Precinct,Closed,1/1/2016 7:25,The Police Department responded and upon arrival those responsible for the condition were gone.,1/1/2016 1:12,07 MANHATTAN,MANHATTAN,991671,225978,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.78693046,-73.97320158,"(40.78693045941381, -73.9732015755585)"
32308850,12/31/2015 23:25,1/1/2016 1:55,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11201,216 DUFFIELD STREET,DUFFIELD STREET,WILLOUGHBY STREET,FULTON STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,1/1/2016 7:25,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,1/1/2016 1:55,02 BROOKLYN,BROOKLYN,988582,191245,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.69159906,-73.98437882,"(40.691599059545375, -73.98437881826075)"
32310297,12/31/2015 23:22,1/1/2016 1:22,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11216,95 HALSEY STREET,HALSEY STREET,NOSTRAND AVENUE,MARCY AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,1/1/2016 7:22,The Police Department responded to the complaint and took action to fix the condition.,1/1/2016 1:22,03 BROOKLYN,BROOKLYN,998292,187704,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.68186975,-73.94937197,"(40.68186974794423, -73.94937196628798)"
32308054,12/31/2015 23:21,1/1/2016 1:55,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11201,216 DUFFIELD STREET,DUFFIELD STREET,WILLOUGHBY STREET,FULTON STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,1/1/2016 7:21,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,1/1/2016 1:55,02 BROOKLYN,BROOKLYN,988582,191245,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.69159906,-73.98437882,"(40.691599059545375, -73.98437881826075)"
32307660,12/31/2015 23:19,1/1/2016 7:47,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10462,1838 MULINER AVENUE,MULINER AVENUE,DELANCEY PLACE,RHINELANDER AVENUE,,,ADDRESS,BRONX,,Precinct,Closed,1/1/2016 7:19,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,1/1/2016 7:47,11 BRONX,BRONX,1022646,248089,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.84753858,-73.86121948,"(40.847538579165025, -73.86121948003017)"
32306700,12/31/2015 23:18,1/2/2016 1:04,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,,25-0-25-54 12TH STREET,12TH STREET,,,,,,,,Precinct,Closed,1/1/2016 7:18,The Police Department issued a summons in response to the complaint.,1/2/2016 1:04,0 Unspecified,Unspecified,,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,,,
32309182,12/31/2015 23:16,1/1/2016 1:39,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11385,60-55 WOODBINE STREET,WOODBINE STREET,60 PLACE,FRESH POND ROAD,,,ADDRESS,RIDGEWOOD,,Precinct,Closed,1/1/2016 7:16,The Police Department responded to the complaint and determined that police action was not necessary.,1/1/2016 1:39,05 QUEENS,QUEENS,1012283,197035,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.70744791,-73.89888901,"(40.70744791054564, -73.89888901250218)"
32308637,12/31/2015 23:15,1/1/2016 5:06,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11414,156-31 76 STREET,76 STREET,156 AVENUE,157 AVENUE,,,ADDRESS,HOWARD BEACH,,Precinct,Closed,1/1/2016 7:15,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,1/1/2016 5:06,10 QUEENS,QUEENS,1023941,180226,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.66126649,-73.85693937,"(40.66126649025677, -73.85693936667572)"
32306281,12/31/2015 23:13,12/31/2015 23:32,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11213,1285 ST JOHNS PLACE,ST JOHNS PLACE,TROY AVENUE,SCHENECTADY AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,1/1/2016 7:13,The Police Department issued a summons in response to the complaint.,12/31/2015 23:32,08 BROOKLYN,BROOKLYN,1002127,183689,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.67084257,-73.93555564,"(40.670842567107634, -73.93555563656233)"
32307213,12/31/2015 23:12,1/1/2016 5:37,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11375,,,,,GRAND CENTRAL PARKWAY,63 AVENUE,INTERSECTION,FOREST HILLS,,Precinct,Closed,1/1/2016 7:12,The Police Department responded to the complaint and determined that police action was not necessary.,1/1/2016 5:37,06 QUEENS,QUEENS,1026953,207604,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.73639858,-73.84590947,"(40.73639857849262, -73.84590947131231)"
32308014,12/31/2015 23:11,12/31/2015 23:41,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11211,,,,,DEVOE STREET,BUSHWICK AVENUE,INTERSECTION,BROOKLYN,,Precinct,Closed,1/1/2016 7:11,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,12/31/2015 23:41,01 BROOKLYN,BROOKLYN,1000408,199414,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.71400735,-73.9417147,"(40.714007352909874, -73.94171469793936)"
32306752,12/31/2015 23:11,1/1/2016 1:18,NYPD,New York City Police Department,Posting Advertisement,Vehicle,Street/Sidewalk,10312,177 LAREDO AVENUE,LAREDO AVENUE,POMPEY AVENUE,ANNADALE ROAD,,,ADDRESS,STATEN ISLAND,,Precinct,Closed,1/1/2016 7:11,The Police Department responded to the complaint and determined that police action was not necessary.,1/1/2016 1:18,03 STATEN ISLAND,STATEN ISLAND,935996,139374,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.5490938,-74.17363282,"(40.549093797686275, -74.17363282481907)"
32307354,12/31/2015 23:11,12/31/2015 23:16,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10017,862 2 AVENUE,2 AVENUE,EAST 46 STREET,EAST 47 STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,1/1/2016 7:11,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,12/31/2015 23:16,06 MANHATTAN,MANHATTAN,992489,213422,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.75246678,-73.97026304,"(40.752466784765815, -73.97026303855291)"
